ClaimNumber,HowReported,MainContactType,ReportedDate,PolicyLocations,LossDate,LossCause,LossLocationID,Notes,State,Assessment,LossCause_asper_PDS
CLM000290,In-Person,Agent,2023-02-26,LOC0104,2023-02-01,Collision,LOC0587,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000291,Email,Policyholder,2024-04-06,LOC0456,2023-08-24,Collision,LOC0812,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,NO
CLM000292,Online,Broker,2024-10-08,LOC0729,2022-11-05,Natural Disaster,LOC0531,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,YES
CLM000293,Email,Agent,2022-01-02,LOC0553,2021-02-27,Collision,LOC0181,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000294,In-Person,Policyholder,2023-06-19,LOC0264,2024-01-15,Collision,LOC0324,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,NO
CLM000295,Phone,Policyholder,2022-03-23,LOC0372,2024-08-13,Theft,LOC0345,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000296,Phone,Broker,2024-06-04,LOC0633,2024-07-24,Fire,LOC0881,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,YES
CLM000297,Phone,Policyholder,2022-06-04,LOC0220,2024-02-27,Theft,LOC0804,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000298,Phone,Broker,2022-03-19,LOC0050,2021-10-09,Theft,LOC0713,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,YES
CLM000299,In-Person,Policyholder,2024-11-05,LOC0496,2023-02-01,Fire,LOC0726,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,YES
CLM000300,Phone,Broker,2023-07-22,LOC0072,2021-02-25,Theft,LOC0285,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,YES
CLM000301,In-Person,Broker,2022-02-08,LOC0187,2023-11-24,Fire,LOC0939,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000302,Phone,Broker,2023-08-15,LOC0123,2024-09-12,Theft,LOC0452,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000303,Phone,Broker,2022-07-08,LOC0245,2024-05-07,Fire,LOC0757,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000304,Online,Policyholder,2023-07-19,LOC0193,2022-10-04,Natural Disaster,LOC0910,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,NO
CLM000305,In-Person,Broker,2023-05-23,LOC0035,2023-05-04,Collision,LOC0366,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,NO
CLM000306,Online,Broker,2022-09-25,LOC0617,2023-08-16,Natural Disaster,LOC0458,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,YES
CLM000307,Email,Agent,2022-10-09,LOC0626,2022-11-23,Collision,LOC0404,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000308,Phone,Agent,2022-10-18,LOC0764,2023-03-19,Fire,LOC0034,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,NO
CLM000309,In-Person,Policyholder,2024-08-08,LOC0040,2022-11-15,Natural Disaster,LOC0675,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,NO
CLM000310,Email,Policyholder,2024-08-23,LOC0439,2022-05-13,Natural Disaster,LOC0326,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,NO
CLM000311,Online,Agent,2024-06-12,LOC0545,2023-10-13,Natural Disaster,LOC0601,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000312,Online,Agent,2022-07-22,LOC0575,2023-10-18,Natural Disaster,LOC0413,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,NO
CLM000313,Email,Policyholder,2024-09-10,LOC0613,2023-03-10,Theft,LOC0769,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000314,In-Person,Agent,2022-07-26,LOC0383,2023-10-09,Theft,LOC0995,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,YES
CLM000315,Phone,Agent,2024-06-30,LOC0416,2023-12-26,Theft,LOC0117,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,NO
CLM000316,Email,Agent,2023-12-22,LOC0273,2023-04-08,Natural Disaster,LOC0359,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000317,Phone,Policyholder,2024-01-15,LOC0360,2023-08-05,Collision,LOC0124,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,YES
CLM000318,Online,Agent,2024-03-21,LOC0208,2023-04-25,Fire,LOC0493,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000319,In-Person,Policyholder,2022-01-21,LOC0761,2021-12-23,Fire,LOC0426,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,NO
CLM000320,Email,Agent,2022-05-20,LOC0800,2022-12-12,Theft,LOC0455,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,NO
CLM000321,In-Person,Policyholder,2023-01-07,LOC0282,2022-03-29,Collision,LOC0817,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,NO
CLM000322,In-Person,Agent,2022-06-12,LOC0631,2022-03-29,Theft,LOC0853,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,NO
CLM000323,Phone,Broker,2022-10-18,LOC0070,2024-08-11,Natural Disaster,LOC0463,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,YES
CLM000324,Email,Policyholder,2022-01-03,LOC0174,2022-09-26,Fire,LOC0455,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,YES
CLM000325,In-Person,Policyholder,2024-12-30,LOC0388,2024-09-15,Fire,LOC0745,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,YES
CLM000326,In-Person,Broker,2023-11-06,LOC0081,2023-04-05,Theft,LOC0144,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,YES
CLM000327,Phone,Policyholder,2023-02-04,LOC0106,2022-07-25,Fire,LOC0339,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,NO
CLM000328,Online,Broker,2022-07-16,LOC0267,2024-07-09,Collision,LOC0903,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,NO
CLM000329,Phone,Agent,2022-09-28,LOC0664,2021-03-06,Fire,LOC0023,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,YES
CLM000330,Phone,Broker,2023-04-14,LOC0231,2023-03-09,Collision,LOC0448,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,YES
CLM000331,Phone,Agent,2022-09-15,LOC0792,2024-06-19,Collision,LOC0836,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,NO
CLM000332,Online,Agent,2023-10-02,LOC0938,2021-01-14,Collision,LOC0241,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000333,Phone,Agent,2022-07-17,LOC0298,2023-10-16,Theft,LOC0262,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,YES
CLM000334,Email,Agent,2024-04-12,LOC0642,2021-04-06,Collision,LOC0221,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,YES
